dataset,n_items,capacity,optimum,experiment,series,runs,best,mean_best,std_best,best_to_optimum_pct,mean_to_optimum_pct,runs_reaching_optimum
f7_l-d_kp_7_50,7,50.0,107.0,mutation_rate,p_m = 0.05,10,107.0,107.0,0.0,100.0,100.0,10
f7_l-d_kp_7_50,7,50.0,107.0,mutation_rate,p_m = 0.1,10,107.0,107.0,0.0,100.0,100.0,10
f7_l-d_kp_7_50,7,50.0,107.0,crossover_rate,p_c = 0.5,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,crossover_rate,p_c = 0.7,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,crossover_rate,p_c = 0.9,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,crossover_rate,p_c = 1,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,selection,roulette,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,selection,rank,10,107.0,107.0,0.0,100.0,100.0,10
f7_l-d_kp_7_50,7,50.0,107.0,selection,tournament,10,107.0,106.6,0.8,100.0,99.63,8
f7_l-d_kp_7_50,7,50.0,107.0,crossover,one-point,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,crossover,two-point,10,107.0,106.8,0.6,100.0,99.81,9
f7_l-d_kp_7_50,7,50.0,107.0,elitism,elitism = 0,10,107.0,107.0,0.0,100.0,100.0,10
f7_l-d_kp_7_50,7,50.0,107.0,elitism,elitism = 1,10,107.0,106.8,0.6,100.0,99.81,9
f1_l-d_kp_10_269,10,269.0,295.0,mutation_rate,p_m = 0.001,10,295.0,291.1,10.72,100.0,98.68,7
f1_l-d_kp_10_269,10,269.0,295.0,mutation_rate,p_m = 0.005,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,mutation_rate,p_m = 0.01,10,295.0,294.8,0.6,100.0,99.93,9
f1_l-d_kp_10_269,10,269.0,295.0,mutation_rate,p_m = 0.05,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,mutation_rate,p_m = 0.1,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,crossover_rate,p_c = 0.5,10,295.0,294.9,0.3,100.0,99.97,9
f1_l-d_kp_10_269,10,269.0,295.0,crossover_rate,p_c = 0.7,10,295.0,294.8,0.6,100.0,99.93,9
f1_l-d_kp_10_269,10,269.0,295.0,crossover_rate,p_c = 0.9,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,crossover_rate,p_c = 1,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,selection,roulette,10,295.0,294.8,0.6,100.0,99.93,9
f1_l-d_kp_10_269,10,269.0,295.0,selection,rank,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,selection,tournament,10,295.0,294.7,0.64,100.0,99.9,8
f1_l-d_kp_10_269,10,269.0,295.0,crossover,one-point,10,295.0,294.8,0.6,100.0,99.93,9
f1_l-d_kp_10_269,10,269.0,295.0,crossover,two-point,10,295.0,295.0,0.0,100.0,100.0,10
f1_l-d_kp_10_269,10,269.0,295.0,elitism,elitism = 0,10,295.0,294.7,0.64,100.0,99.9,8
f1_l-d_kp_10_269,10,269.0,295.0,elitism,elitism = 1,10,295.0,294.8,0.6,100.0,99.93,9
f6_l-d_kp_10_60,10,60.0,52.0,mutation_rate,p_m = 0.001,10,52.0,51.7,0.46,100.0,99.42,7
f6_l-d_kp_10_60,10,60.0,52.0,mutation_rate,p_m = 0.005,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,mutation_rate,p_m = 0.01,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,mutation_rate,p_m = 0.05,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,mutation_rate,p_m = 0.1,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover_rate,p_c = 0.5,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover_rate,p_c = 0.7,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover_rate,p_c = 0.9,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover_rate,p_c = 1,10,52.0,51.8,0.6,100.0,99.62,9
f6_l-d_kp_10_60,10,60.0,52.0,selection,roulette,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,selection,rank,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,selection,tournament,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover,one-point,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,crossover,two-point,10,52.0,51.9,0.3,100.0,99.81,9
f6_l-d_kp_10_60,10,60.0,52.0,elitism,elitism = 0,10,52.0,52.0,0.0,100.0,100.0,10
f6_l-d_kp_10_60,10,60.0,52.0,elitism,elitism = 1,10,52.0,52.0,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,mutation_rate,p_m = 0.001,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,mutation_rate,p_m = 0.005,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,mutation_rate,p_m = 0.01,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,mutation_rate,p_m = 0.05,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,mutation_rate,p_m = 0.1,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,crossover_rate,p_c = 0.5,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,crossover_rate,p_c = 0.7,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,crossover_rate,p_c = 0.9,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,crossover_rate,p_c = 1,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,selection,roulette,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,selection,rank,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,selection,tournament,10,481.06936799999994,476.76,12.94,100.0,99.1,9
f5_l-d_kp_15_375,15,375.0,481.0694,crossover,one-point,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,crossover,two-point,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,elitism,elitism = 0,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f5_l-d_kp_15_375,15,375.0,481.0694,elitism,elitism = 1,10,481.06936799999994,481.07,0.0,100.0,100.0,10
f10_l-d_kp_20_879,20,879.0,1025.0,mutation_rate,p_m = 0.001,10,1025.0,1019.2,3.49,100.0,99.43,2
f10_l-d_kp_20_879,20,879.0,1025.0,mutation_rate,p_m = 0.005,10,1025.0,1025.0,0.0,100.0,100.0,10
f10_l-d_kp_20_879,20,879.0,1025.0,mutation_rate,p_m = 0.01,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,mutation_rate,p_m = 0.05,10,1025.0,1020.2,4.28,100.0,99.53,4
f10_l-d_kp_20_879,20,879.0,1025.0,mutation_rate,p_m = 0.1,10,1025.0,1018.2,6.0,100.0,99.34,3
f10_l-d_kp_20_879,20,879.0,1025.0,crossover_rate,p_c = 0.5,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,crossover_rate,p_c = 0.7,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,crossover_rate,p_c = 0.9,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,crossover_rate,p_c = 1,10,1025.0,1025.0,0.0,100.0,100.0,10
f10_l-d_kp_20_879,20,879.0,1025.0,selection,roulette,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,selection,rank,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,selection,tournament,10,1025.0,1022.7,3.74,100.0,99.78,7
f10_l-d_kp_20_879,20,879.0,1025.0,crossover,one-point,10,1025.0,1024.4,1.8,100.0,99.94,9
f10_l-d_kp_20_879,20,879.0,1025.0,crossover,two-point,10,1025.0,1023.8,2.4,100.0,99.88,8
f10_l-d_kp_20_879,20,879.0,1025.0,elitism,elitism = 0,10,1025.0,1023.8,2.4,100.0,99.88,8
f10_l-d_kp_20_879,20,879.0,1025.0,elitism,elitism = 1,10,1025.0,1024.4,1.8,100.0,99.94,9
f2_l-d_kp_20_878,20,878.0,1024.0,mutation_rate,p_m = 0.001,10,1024.0,1021.3,8.1,100.0,99.74,9
f2_l-d_kp_20_878,20,878.0,1024.0,mutation_rate,p_m = 0.005,10,1024.0,1023.4,1.8,100.0,99.94,9
f2_l-d_kp_20_878,20,878.0,1024.0,mutation_rate,p_m = 0.01,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,mutation_rate,p_m = 0.05,10,1024.0,1018.5,4.41,100.0,99.46,3
f2_l-d_kp_20_878,20,878.0,1024.0,mutation_rate,p_m = 0.1,10,1024.0,1015.0,8.94,100.0,99.12,3
f2_l-d_kp_20_878,20,878.0,1024.0,crossover_rate,p_c = 0.5,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,crossover_rate,p_c = 0.7,10,1024.0,1023.4,1.8,100.0,99.94,9
f2_l-d_kp_20_878,20,878.0,1024.0,crossover_rate,p_c = 0.9,10,1024.0,1024.0,0.0,100.0,100.0,10
f2_l-d_kp_20_878,20,878.0,1024.0,crossover_rate,p_c = 1,10,1024.0,1024.0,0.0,100.0,100.0,10
f2_l-d_kp_20_878,20,878.0,1024.0,selection,roulette,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,selection,rank,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,selection,tournament,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,crossover,one-point,10,1024.0,1022.8,2.4,100.0,99.88,8
f2_l-d_kp_20_878,20,878.0,1024.0,crossover,two-point,10,1024.0,1021.6,2.94,100.0,99.77,6
f2_l-d_kp_20_878,20,878.0,1024.0,elitism,elitism = 0,10,1024.0,1021.0,3.0,100.0,99.71,5
f2_l-d_kp_20_878,20,878.0,1024.0,elitism,elitism = 1,10,1024.0,1022.8,2.4,100.0,99.88,8
f8_l-d_kp_23_10000,23,10000.0,9767.0,mutation_rate,p_m = 0.001,10,9760.0,9751.2,6.9,99.93,99.84,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,mutation_rate,p_m = 0.005,10,9767.0,9756.9,4.61,100.0,99.9,1
f8_l-d_kp_23_10000,23,10000.0,9767.0,mutation_rate,p_m = 0.01,10,9759.0,9753.8,4.77,99.92,99.86,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,mutation_rate,p_m = 0.05,10,9760.0,9755.1,3.36,99.93,99.88,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,mutation_rate,p_m = 0.1,10,9762.0,9756.7,2.97,99.95,99.89,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover_rate,p_c = 0.5,10,9764.0,9756.3,5.55,99.97,99.89,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover_rate,p_c = 0.7,10,9763.0,9755.6,5.16,99.96,99.88,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover_rate,p_c = 0.9,10,9758.0,9753.1,3.14,99.91,99.86,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover_rate,p_c = 1,10,9759.0,9754.7,3.82,99.92,99.87,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,selection,roulette,10,9759.0,9753.8,4.77,99.92,99.86,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,selection,rank,10,9767.0,9765.7,1.42,100.0,99.99,5
f8_l-d_kp_23_10000,23,10000.0,9767.0,selection,tournament,10,9767.0,9763.0,3.13,100.0,99.96,3
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover,one-point,10,9759.0,9753.8,4.77,99.92,99.86,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,crossover,two-point,10,9767.0,9762.1,3.53,100.0,99.95,1
f8_l-d_kp_23_10000,23,10000.0,9767.0,elitism,elitism = 0,10,9757.0,9747.0,5.64,99.9,99.8,0
f8_l-d_kp_23_10000,23,10000.0,9767.0,elitism,elitism = 1,10,9759.0,9753.8,4.77,99.92,99.86,0
knapPI_1_100_1000_1,100,995.0,9147.0,mutation_rate,p_m = 0.001,10,9147.0,8460.9,654.18,100.0,92.5,3
knapPI_1_100_1000_1,100,995.0,9147.0,mutation_rate,p_m = 0.005,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,mutation_rate,p_m = 0.01,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,mutation_rate,p_m = 0.05,10,9147.0,8984.4,142.17,100.0,98.22,4
knapPI_1_100_1000_1,100,995.0,9147.0,mutation_rate,p_m = 0.1,10,7672.0,5754.5,862.96,83.87,62.91,0
knapPI_1_100_1000_1,100,995.0,9147.0,crossover_rate,p_c = 0.5,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,crossover_rate,p_c = 0.7,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,crossover_rate,p_c = 0.9,10,9147.0,9125.2,65.4,100.0,99.76,9
knapPI_1_100_1000_1,100,995.0,9147.0,crossover_rate,p_c = 1,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,selection,roulette,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,selection,rank,10,8189.0,6953.3,818.73,89.53,76.02,0
knapPI_1_100_1000_1,100,995.0,9147.0,selection,tournament,10,9147.0,8980.7,259.86,100.0,98.18,6
knapPI_1_100_1000_1,100,995.0,9147.0,crossover,one-point,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,crossover,two-point,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_1_100_1000_1,100,995.0,9147.0,elitism,elitism = 0,10,9147.0,9074.2,90.55,100.0,99.2,6
knapPI_1_100_1000_1,100,995.0,9147.0,elitism,elitism = 1,10,9147.0,9147.0,0.0,100.0,100.0,10
knapPI_2_100_1000_1,100,995.0,1514.0,mutation_rate,p_m = 0.001,10,1420.0,1251.4,73.48,93.79,82.66,0
knapPI_2_100_1000_1,100,995.0,1514.0,mutation_rate,p_m = 0.005,10,1514.0,1473.2,63.05,100.0,97.31,3
knapPI_2_100_1000_1,100,995.0,1514.0,mutation_rate,p_m = 0.01,10,1514.0,1512.8,3.6,100.0,99.92,9
knapPI_2_100_1000_1,100,995.0,1514.0,mutation_rate,p_m = 0.05,10,1497.0,1447.2,30.74,98.88,95.59,0
knapPI_2_100_1000_1,100,995.0,1514.0,mutation_rate,p_m = 0.1,10,1252.0,1150.7,52.8,82.69,76.0,0
knapPI_2_100_1000_1,100,995.0,1514.0,crossover_rate,p_c = 0.5,10,1514.0,1511.6,4.8,100.0,99.84,8
knapPI_2_100_1000_1,100,995.0,1514.0,crossover_rate,p_c = 0.7,10,1514.0,1512.8,3.6,100.0,99.92,9
knapPI_2_100_1000_1,100,995.0,1514.0,crossover_rate,p_c = 0.9,10,1514.0,1514.0,0.0,100.0,100.0,10
knapPI_2_100_1000_1,100,995.0,1514.0,crossover_rate,p_c = 1,10,1514.0,1512.3,5.1,100.0,99.89,9
knapPI_2_100_1000_1,100,995.0,1514.0,selection,roulette,10,1514.0,1512.8,3.6,100.0,99.92,9
knapPI_2_100_1000_1,100,995.0,1514.0,selection,rank,10,1304.0,1209.6,61.4,86.13,79.89,0
knapPI_2_100_1000_1,100,995.0,1514.0,selection,tournament,10,1497.0,1442.0,34.93,98.88,95.24,0
knapPI_2_100_1000_1,100,995.0,1514.0,crossover,one-point,10,1514.0,1512.8,3.6,100.0,99.92,9
knapPI_2_100_1000_1,100,995.0,1514.0,crossover,two-point,10,1514.0,1508.7,6.63,100.0,99.65,6
knapPI_2_100_1000_1,100,995.0,1514.0,elitism,elitism = 0,10,1514.0,1508.7,7.09,100.0,99.65,3
knapPI_2_100_1000_1,100,995.0,1514.0,elitism,elitism = 1,10,1514.0,1512.8,3.6,100.0,99.92,9
knapPI_1_200_1000_1,200,1008.0,11238.0,mutation_rate,p_m = 0.0005,10,11223.0,9326.1,1928.24,99.87,82.99,0
knapPI_1_200_1000_1,200,1008.0,11238.0,mutation_rate,p_m = 0.0025,10,11238.0,11190.2,78.69,100.0,99.57,3
